City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,mejit,10.2753,170.8646,26.38,83,68,10.81,MH,1708165014
277,bandipura,34.4167,74.65,13.67,30,98,1.88,IN,1708165015
278,mossoro,-5.1875,-37.3442,26.9,75,49,2.8,BR,1708165016
279,callao,-12.0667,-77.15,25.95,83,75,2.06,PE,1708165016
280,oriximina,-1.7656,-55.8661,23.61,93,88,1.71,BR,1708165017
281,nemuro,43.3236,145.575,-4.2,77,100,2.65,JP,1708165017
282,chonchi,-42.6128,-73.8092,8.4,98,73,0.82,CL,1708165018
283,inhambane,-23.865,35.3833,32.79,52,0,4.53,MZ,1708165019
284,nar'yan-mar,67.6713,53.087,-17.16,94,74,8.94,RU,1708165019
285,tobol'sk,58.2,68.2667,-15.22,82,6,1.79,RU,1708164790
286,burang,30.25,81.1667,0.76,45,41,3.49,CN,1708165021
287,la punta,-33.1837,-66.3127,21.24,54,7,3.52,AR,1708165021
288,pemangkat,1.1667,108.9667,25.77,89,100,1.83,ID,1708165022
289,barcelos,41.5388,-8.6151,14.4,73,98,0.97,PT,1708165023
290,saint-pierre,-21.3393,55.4781,30.82,66,75,13.38,RE,1708165023
291,krasnovishersk,60.4078,57.082,-15.55,82,33,2.4,RU,1708165024
292,hadibu,12.65,54.0333,27.56,55,12,3.0,YE,1708165025
293,winburg,-28.518,27.0093,31.33,6,6,6.05,ZA,1708165025
294,fort st. john,56.2499,-120.8529,-3.06,36,0,5.66,CA,1708165026
295,tokar,18.4254,37.729,25.93,41,7,7.7,SD,1708165026
296,trogir,43.5125,16.2517,14.03,72,20,1.54,HR,1708165027
297,xiangtan,27.85,112.9,20.18,75,22,1.81,CN,1708165028
298,lawrenceville,33.9562,-83.988,11.77,82,100,7.72,US,1708165028
299,turkmenbasy,40.0222,52.9552,1.8,62,100,3.9,TM,1708164922
300,charcas,23.1333,-101.1167,9.39,91,100,3.69,MX,1708165030
301,arawa,-6.2132,155.5367,26.64,89,100,1.09,PG,1708165030
302,pisco,-13.7,-76.2167,23.34,83,100,3.6,PE,1708165031
303,gillette,44.2911,-105.5022,-14.49,78,0,4.63,US,1708165031
304,roma,43.2128,-75.4557,-3.36,92,100,2.57,US,1708165032
305,ubari,26.5921,12.7805,20.27,19,100,7.57,LY,1708165033
306,nouadhibou,20.931,-17.0347,20.99,68,0,8.75,MR,1708165034
307,dampit,-8.2116,112.7493,25.79,82,90,1.71,ID,1708165035
308,ha'il,27.5219,41.6907,17.01,31,0,3.09,SA,1708165035
309,la souterraine,46.2371,1.487,9.17,78,1,2.0,FR,1708165036
310,yeppoon,-23.1333,150.7333,26.88,76,84,8.24,AU,1708165037
311,capim grosso,-11.3811,-40.0128,23.84,81,31,1.89,BR,1708165037
312,tubarjal,30.4999,38.216,16.13,33,3,7.14,SA,1708165038
313,cooper's town,26.8667,-77.5167,22.88,84,100,8.04,BS,1708165040
314,el fasher,13.6279,25.3494,26.49,14,78,4.9,SD,1708165041
315,kuanda,56.3161,116.0806,-23.85,87,90,1.73,RU,1708165041
316,serhiyivka,46.0272,30.3768,3.37,68,11,4.35,UA,1708165042
317,las tablas,7.7667,-80.2833,25.65,99,95,3.03,PA,1708165042
318,venado,22.9333,-101.0833,11.33,86,100,3.08,MX,1708165043
319,krasnokamsk,58.0802,55.7541,-14.91,83,76,2.38,RU,1708165044
320,lihue,21.9789,-159.3672,20.58,64,20,4.63,US,1708165044
321,antalaha,-14.9003,50.2788,30.09,69,93,4.73,MG,1708165038
322,horta,38.5333,-28.6333,16.8,91,20,5.14,PT,1708165046
323,kapuskasing,49.4169,-82.4331,-29.95,76,0,1.03,CA,1708165046
324,machalpur,24.1333,76.3,30.82,20,0,3.79,IN,1708165047
325,as sulayyil,20.4607,45.5779,31.14,21,57,4.44,SA,1708165047
326,kerikeri,-35.2268,173.9474,18.28,88,100,0.61,NZ,1708165048
327,alofi,-19.0595,-169.9187,25.94,83,75,4.63,NU,1708165049
328,kuching,1.55,110.3333,29.45,73,40,3.09,MY,1708165049
329,kristiansund,63.1115,7.732,2.36,69,75,1.54,NO,1708165050
330,midvagur,62.0511,-7.1939,4.46,81,100,8.75,FO,1708165051
331,christchurch,-43.5333,172.6333,16.06,81,75,0.51,NZ,1708164986
332,puerto la cruz,10.2167,-64.6167,24.16,75,95,1.21,VE,1708165052
333,merta,26.65,74.0333,29.18,10,0,1.87,IN,1708165052
334,celestun,20.8667,-90.4,22.34,84,7,5.02,MX,1708165053
335,brindisi,40.5833,17.6667,16.36,54,4,0.21,IT,1708165054
336,polyarnyy,69.1989,33.4478,-4.45,88,100,2.38,RU,1708165054
337,eyl,7.9803,49.8164,29.64,50,41,7.79,SO,1708165055
338,valparaiso,-33.0393,-71.6273,11.8,93,0,0.0,CL,1708165055
339,khovd,48.0056,91.6419,-16.47,54,100,4.86,MN,1708165056
340,brandon,27.9378,-82.2859,18.26,91,100,1.54,US,1708165057
341,malango,-2.9627,119.9001,21.89,97,100,0.81,ID,1708165059
342,jincheng,35.5022,112.8328,9.84,71,6,6.14,CN,1708165059
343,kuzovatovo,53.5468,47.6866,-10.72,81,100,4.31,RU,1708165060
344,visby,57.6409,18.296,2.12,87,75,7.2,SE,1708165060
345,san benito abad,8.929,-75.0271,26.0,90,100,2.01,CO,1708165061
346,novodvinsk,64.4165,40.8122,-11.23,89,100,7.49,RU,1708165062
347,binkolo,8.9533,-11.9779,30.01,59,84,0.88,SL,1708165062
348,tomakomai,42.6369,141.6033,-1.02,74,40,1.54,JP,1708165063
349,santa cruz,-17.8,-63.1667,25.03,94,40,5.66,BO,1708165063
350,besni,37.6928,37.8611,10.65,63,73,1.18,TR,1708164974
351,minab,27.1467,57.0801,26.68,52,90,4.99,IR,1708165065
352,lalmonirhat,25.9124,89.4473,28.6,22,0,4.0,BD,1708165065
353,richards bay,-28.783,32.0377,25.47,84,99,4.43,ZA,1708165066
354,muzaffarnagar,29.4667,77.6833,27.54,9,92,4.78,IN,1708165066
355,brunswick,41.2381,-81.8418,-3.71,90,100,2.06,US,1708165067
356,bubaque,11.2833,-15.8333,25.78,78,10,2.7,GW,1708165068
357,posto fiscal rolim de moura,-13.0833,-62.2667,23.55,89,61,0.97,BR,1708165068
358,yenicaga,40.7711,32.0337,2.62,99,100,1.44,TR,1708165069
359,dhidhdhoo,6.8833,73.1,28.32,73,86,3.98,MV,1708165070
360,indramayu,-6.3264,108.32,28.45,80,53,5.31,ID,1708165070
361,luau,-10.7073,22.2247,28.86,53,57,1.75,AO,1708165071
362,ciudad dario,12.7314,-86.124,20.22,90,17,2.36,NI,1708165072
363,tuzha,57.6062,47.936,-12.34,88,97,4.29,RU,1708165072
364,barah,13.7,30.3667,27.16,13,38,6.87,SD,1708165073
365,namibe,-15.1961,12.1522,26.68,76,100,4.13,AO,1708165073
366,betio village,1.358,172.9211,29.02,82,100,6.28,KI,1708165074
367,sao miguel do araguaia,-13.275,-50.1628,21.98,92,93,1.44,BR,1708165075
368,lindi,-10.0,39.7167,30.62,75,90,3.17,TZ,1708164987
369,howard springs,-12.497,131.047,29.95,89,14,3.13,AU,1708165076
370,yelizovo,53.1873,158.3805,-8.92,24,0,7.0,RU,1708165077
371,cabedelo,-6.9811,-34.8339,25.37,80,84,2.2,BR,1708165077
372,susuman,62.7833,148.1667,-40.57,99,41,0.45,RU,1708165078
373,port-vila,-17.7338,168.3219,26.4,88,81,9.16,VU,1708164942
374,sangmelima,2.9333,11.9833,30.72,47,96,0.51,CM,1708165079
375,asau,46.4333,26.4,2.51,49,3,1.41,RO,1708165080
376,owatonna,44.0839,-93.226,-13.6,77,100,3.09,US,1708165080
377,carutapera,-1.195,-46.02,25.34,94,97,2.63,BR,1708165081
378,tarko-sale,64.9225,77.785,-25.88,87,19,2.51,RU,1708165081
379,donggang,28.9365,114.2259,17.03,84,47,1.95,CN,1708165082
380,meulaboh,4.1363,96.1285,29.36,69,100,2.2,ID,1708165083
381,altai,46.3722,96.2583,-21.87,93,100,2.0,MN,1708165083
382,kudahuvadhoo,2.6708,72.8944,27.36,82,70,6.76,MV,1708165084
383,grand baie,-20.0182,57.5802,31.91,70,81,3.13,MU,1708165085
384,otjiwarongo,-20.4637,16.6477,29.56,14,80,1.79,NA,1708165086
385,puerto baquerizo moreno,-0.9,-89.6,26.2,86,47,4.22,EC,1708165086
386,parabel',58.6978,81.4825,-20.05,97,100,4.02,RU,1708165087
387,xiangxiang,27.7333,112.5333,19.88,77,13,1.85,CN,1708164797
388,saint-philippe,-21.3585,55.7679,30.77,82,90,6.94,RE,1708165088
389,deir ez-zor,35.3359,40.1408,15.67,52,48,3.9,SY,1708165089
390,watsa,3.0372,29.5355,32.29,29,49,2.71,CD,1708165089
391,akureyri,65.6835,-18.0878,-14.04,85,0,1.03,IS,1708165090
392,ulladulla,-35.35,150.4667,21.74,93,48,2.08,AU,1708165091
393,san pedro,14.35,121.0167,29.08,81,75,4.92,PH,1708165091
394,kralendijk,12.15,-68.2667,26.99,83,75,8.23,BQ,1708165041
395,milton-freewater,45.9326,-118.3877,-1.7,90,0,2.06,US,1708165092
396,san juan de miraflores,-12.1629,-76.9635,24.54,81,100,2.52,PE,1708165093
397,gebeit,21.0667,36.3167,22.05,18,12,2.82,SD,1708165094
398,nadi,-17.8,177.4167,26.0,73,100,5.14,FJ,1708165094
399,voinjama,8.4219,-9.7478,28.97,54,42,0.75,LR,1708165095
400,novozybkov,52.5396,31.9275,1.98,79,98,6.15,RU,1708164994
401,magadan,59.5667,150.8,-26.16,84,18,3.18,RU,1708165096
402,arno,60.1167,18.6333,0.44,73,94,8.22,SE,1708165097
403,shirvan,39.9509,48.8994,4.16,65,100,6.14,AZ,1708165097
404,las heras,-46.5419,-68.9359,12.13,45,0,12.33,AR,1708165098
405,inongo,-1.95,18.2667,28.47,67,100,1.5,CD,1708165099
406,acarau,-2.8856,-40.12,26.38,88,100,3.02,BR,1708165099
407,severo-yeniseyskiy,60.3725,93.0408,-24.12,95,100,0.45,RU,1708165100
408,aral,40.5156,81.2636,4.4,20,100,11.63,CN,1708165101
409,sengkang,-4.1279,120.0297,26.06,93,100,0.37,ID,1708165101
410,mandalgarh,25.2,75.1,31.15,14,0,4.74,IN,1708165102
411,segezha,63.7415,34.3222,-5.85,95,100,7.51,RU,1708165102
412,teplice,50.6404,13.8245,11.15,76,75,5.23,CZ,1708165103
413,usinsk,65.9939,57.5281,-19.96,94,30,7.6,RU,1708165104
414,tanout,14.9709,8.8879,24.22,13,46,7.97,NE,1708165104
415,plastun,44.7561,136.2939,-2.0,98,100,1.22,RU,1708165105
416,hasaki,35.7333,140.8333,10.22,63,99,4.26,JP,1708165107
417,ugoofaaru,5.6667,73.0,27.98,77,71,2.68,MV,1708165107
418,bokani,9.4333,5.2,34.74,10,46,2.03,NG,1708165108
419,coquimbo,-29.9533,-71.3436,18.0,88,7,0.55,CL,1708164797
420,sao joao da barra,-21.6403,-41.0511,26.05,88,1,2.34,BR,1708165109
421,arteche,12.2645,125.4048,25.16,86,24,3.78,PH,1708165110
422,villa yapacani,-17.4,-63.8333,23.09,84,93,1.22,BO,1708165110
423,clovis,36.8252,-119.7029,13.15,90,75,1.54,US,1708165111
424,linxia chengguanzhen,35.6003,103.2064,15.4,13,20,0.11,CN,1708165112
425,rouissat,31.9243,5.3502,18.04,48,0,5.14,DZ,1708165112
426,ust'-ilimsk,58.0006,102.6619,-24.32,95,100,2.24,RU,1708165113
427,kigali,-1.95,30.0588,26.71,57,75,3.6,RW,1708165113
428,olyokminsk,60.3736,120.4264,-27.16,93,100,4.12,RU,1708165114
429,port moresby,-9.4431,147.1797,28.68,79,20,3.6,PG,1708165115
430,benghazi,32.1167,20.0667,15.58,56,31,2.26,LY,1708165115
431,caleta de carquin,-11.0925,-77.6267,23.41,87,97,3.61,PE,1708165116
432,tansen,27.8673,83.5467,19.48,28,3,2.89,NP,1708165039
433,mazagao,-0.115,-51.2894,25.03,99,61,1.31,BR,1708165117
434,sao felix do xingu,-6.6447,-51.995,22.64,99,99,0.44,BR,1708165118
435,bulungu,-4.55,18.6,31.68,54,100,2.03,CD,1708165118
436,thunder bay,48.4001,-89.3168,-21.01,77,0,1.03,CA,1708165119
437,bel ombre,-4.6167,55.4167,29.91,74,40,6.17,SC,1708165120
438,barra de santo antonio,-9.4047,-35.5072,25.6,80,93,2.94,BR,1708165120
439,alice springs,-23.7,133.8833,33.75,29,72,7.2,AU,1708165121
440,st. john's,47.5649,-52.7093,-4.01,93,100,9.26,CA,1708165018
441,sosnovo-ozerskoye,52.5249,111.5418,-23.38,77,60,5.02,RU,1708165122
442,ambodifotatra,-16.9833,49.85,27.19,83,100,5.84,MG,1708165123
443,kapa'a,22.0752,-159.319,20.99,64,20,4.63,US,1708165123
444,putla villa de guerrero,17.0333,-97.9333,17.89,62,40,1.4,MX,1708165124
445,camamu,-13.9447,-39.1039,23.81,96,100,1.17,BR,1708165124
446,boa vista,2.8197,-60.6733,24.99,65,0,5.14,BR,1708165125
447,yoko,5.5333,12.3167,33.02,12,12,1.52,CM,1708165126
448,tsiombe,-25.3,45.4833,30.73,60,42,8.0,MG,1708164981
449,nanao,37.05,136.9667,7.37,77,3,1.43,JP,1708165127
450,pacific grove,36.6177,-121.9166,11.72,84,0,2.06,US,1708165128
451,touros,-5.1989,-35.4608,27.76,77,40,2.84,BR,1708165128
452,south mackay,-21.1621,149.1881,25.95,82,97,8.07,AU,1708165129
453,boguchany,58.3814,97.4531,-22.2,95,100,1.11,RU,1708165129
454,ganye,8.4333,12.0667,33.49,10,44,1.87,NG,1708165130
455,vila velha,-20.3297,-40.2925,25.53,89,20,1.03,BR,1708164937
456,anapa,44.8908,37.3239,4.19,69,75,10.0,RU,1708165131
457,avanhard,48.448,33.6899,3.42,53,16,3.01,UA,1708165132
458,rio branco,-9.9747,-67.81,23.34,100,40,0.0,BR,1708165132
459,itoman,26.1247,127.6694,20.22,68,75,3.09,JP,1708165133
460,masterton,-40.9597,175.6575,17.83,95,55,1.76,NZ,1708165134
461,leava,-14.3,-178.1667,29.15,80,100,7.21,WF,1708165134
462,vernon,50.2581,-119.2691,-6.5,79,33,3.6,CA,1708165135
463,youghal,51.95,-7.8506,10.56,99,100,8.81,IE,1708165136
464,bani suhayla,31.3434,34.3234,16.17,62,27,9.61,PS,1708165136
465,north elba,44.2434,-73.9543,-7.68,92,100,1.08,US,1708165137
466,gerze,41.8036,35.2011,7.97,89,100,4.52,TR,1708165137
467,shahba,32.8551,36.629,6.79,84,85,9.34,SY,1708165138
468,zaragoza,41.6561,-0.8773,14.71,59,0,9.26,ES,1708165054
469,san antonio de pale,-1.4014,5.6325,28.91,74,88,3.38,GQ,1708165139
470,kovernino,57.1253,43.8142,-10.46,91,100,4.71,RU,1708165140
471,sheridan,44.8333,-106.9173,-12.61,65,0,0.0,US,1708164919
472,tabou,4.423,-7.3528,29.0,77,82,3.46,CI,1708165141
473,hanzhong,33.0728,107.0303,15.39,49,0,1.02,CN,1708165142
474,madimba,-10.4,40.3333,30.37,71,74,5.81,TZ,1708165143
475,watseka,40.7762,-87.7364,-9.81,69,39,5.8,US,1708165143
476,great falls,47.5002,-111.3008,-10.75,62,0,5.14,US,1708165101
477,keflavik,64.0049,-22.5624,5.95,81,75,10.29,IS,1708165144
478,nova vicosa,-17.8919,-39.3719,23.88,90,100,3.65,BR,1708165145
479,chinde,26.8418,88.0763,17.8,39,36,2.49,NP,1708165146
480,tozkhurmato,34.8905,44.6299,15.67,62,50,5.51,IQ,1708165146
481,ghadamis,30.1337,9.5007,20.24,17,100,2.87,LY,1708165147
482,moapa valley,36.5805,-114.4703,11.49,42,91,1.53,US,1708165147
483,puerto lempira,15.2667,-83.7667,23.2,95,21,2.12,HN,1708165149
484,san,13.3034,-4.8956,31.41,8,21,5.86,ML,1708165149
485,conception bay south,47.4999,-52.9981,-4.14,93,48,6.22,CA,1708165107
486,basse-terre,16.1667,-61.6667,21.58,88,0,2.57,GP,1708165151
487,tvoroyri,61.5556,-6.8111,6.72,86,100,11.28,FO,1708165151
488,port augusta,-32.5,137.7667,25.47,42,1,7.15,AU,1708165152
489,trongsa,27.5026,90.5072,10.69,67,42,3.19,BT,1708165152
490,hincesti,46.8258,28.5936,0.76,54,12,2.51,MD,1708165153
491,copiapo,-27.3667,-70.3333,15.83,76,69,0.4,CL,1708165107
492,kasongo-lunda,-6.4667,16.8167,26.72,75,100,0.76,CD,1708165006
493,medicine hat,50.0501,-110.6683,-8.49,60,0,8.94,CA,1708165004
494,san borja,-14.8167,-66.85,22.49,99,99,0.87,BO,1708165156
495,lesnoy,57.6198,63.0784,-12.63,73,75,2.36,RU,1708165156
496,beau vallon,-20.4189,57.6953,31.78,70,75,5.66,MU,1708165157
497,malalag,6.5958,125.3992,26.76,75,7,2.19,PH,1708165157
498,lexington,37.9887,-84.4777,-2.06,78,75,4.63,US,1708164881
499,toliara,-23.35,43.6667,30.9,64,22,4.78,MG,1708165159
500,longquan,24.6719,102.1613,20.58,27,4,6.77,CN,1708165159
501,ad dilam,23.9915,47.1627,26.23,22,0,4.65,SA,1708165160
502,cannonvale,-20.2833,148.7,26.66,83,98,7.16,AU,1708165161
503,siocon,7.7061,122.1353,26.8,78,64,3.2,PH,1708165161
504,rabaul,-4.1967,152.1721,27.92,79,100,1.1,PG,1708165162
505,nuuk,64.1835,-51.7216,-3.66,80,75,7.2,GL,1708165162
506,kanniyakumari,8.0833,77.5667,30.42,62,59,9.38,IN,1708165163
507,ancud,-41.8697,-73.8203,10.4,88,12,1.73,CL,1708165164
508,hilo,19.7297,-155.09,18.85,95,100,3.6,US,1708165130
509,golyshmanovo,56.3979,68.3728,-15.32,84,14,2.87,RU,1708165165
510,ngambe,4.2333,10.6167,32.29,45,69,1.32,CM,1708165166
511,san pedro pochutla,15.7333,-96.4667,24.01,54,96,1.64,MX,1708165166
512,mili,6.0815,171.735,27.71,81,98,10.4,MH,1708164923
513,kupang,-10.1667,123.5833,29.32,89,40,3.09,ID,1708165168
514,aswan,24.0934,32.907,21.07,24,99,3.96,EG,1708165169
515,sur,22.5667,59.5289,28.11,37,31,3.22,OM,1708165169
516,tuban,-6.8976,112.0649,28.96,79,76,0.82,ID,1708165170
517,fort saskatchewan,53.7168,-113.2187,-3.57,51,11,6.71,CA,1708165170
518,leulumoega,-13.823,-171.9613,26.61,94,52,1.79,WS,1708165171
519,fratautii noi,47.9426,25.8447,6.49,50,40,3.02,RO,1708165172
520,licheng,23.2955,113.8284,23.99,54,72,4.53,CN,1708165172
521,novi pazar,43.1367,20.5122,12.1,41,0,0.42,RS,1708165173
522,suntar,62.1444,117.6319,-33.14,97,100,2.15,RU,1708165174
523,rundu,-17.9333,19.7667,35.52,14,23,3.29,NA,1708165174
524,choibalsan,48.0667,114.5,-15.55,94,100,6.52,MN,1708165175
525,magdagachi,53.45,125.8,-20.78,97,82,1.68,RU,1708165175
526,mkuranga,-7.118,39.2078,30.73,66,99,3.44,TZ,1708165177
527,humaita,-7.5061,-63.0208,23.97,99,100,0.92,BR,1708165177
528,blairgowrie,56.5916,-3.3405,8.34,96,100,0.45,GB,1708165178
529,san pedro de alcantara,36.4884,-4.9912,17.75,46,3,0.91,ES,1708165178
530,puerto leguizamo,-0.1934,-74.7819,22.29,100,100,0.26,CO,1708165179
531,big spring,32.2504,-101.4787,-0.75,75,100,9.26,US,1708165180
532,guantanamo,20.1444,-75.2092,21.76,91,0,1.3,CU,1708165180
533,torres,-29.3353,-49.7269,23.26,92,100,1.71,BR,1708165181
534,murud,18.3258,72.965,29.92,45,0,4.4,IN,1708165182
535,taroa,8.7058,171.2275,27.09,82,96,10.0,MH,1708165182
536,waingapu,-9.6567,120.2641,28.94,79,94,1.65,ID,1708165183
537,pokhara,28.2333,83.9833,22.82,32,2,3.74,NP,1708164783
538,selfoss,63.9331,-20.9971,4.47,95,100,8.6,IS,1708165184
539,robertsport,6.7533,-11.3686,28.04,74,63,1.82,LR,1708165185
540,aur,8.1499,171.1687,27.26,81,98,9.72,MH,1708165185
541,corn island,12.1694,-83.0418,27.1,82,23,6.24,NI,1708165186
542,tazacorte,28.629,-17.9293,19.54,68,20,7.2,ES,1708165186
543,road town,18.4167,-64.6167,24.05,69,58,6.42,VG,1708165187
544,yongchuan,29.3514,105.8947,19.45,51,0,3.77,CN,1708165188
545,nombre de dios,23.85,-104.2333,8.5,79,100,4.23,MX,1708165188
546,antsiranana,-12.2787,49.2917,27.77,87,97,6.45,MG,1708165189
547,joal-fadiout,14.1667,-16.8333,29.57,23,63,5.71,SN,1708165189
548,borodulikha,50.7184,80.9295,-19.1,91,100,5.61,KZ,1708165190
549,kununurra,-15.7667,128.7333,33.99,55,75,3.09,AU,1708165190
550,sagua la grande,22.8067,-80.0756,19.55,93,3,1.9,CU,1708165191
551,strugi-krasnyye,58.2675,29.1114,2.08,98,100,6.29,RU,1708165192
552,ayaviri,-14.8864,-70.5889,5.99,90,100,1.1,PE,1708165192
553,panchgani,17.9167,73.8167,29.56,12,1,1.31,IN,1708165193
554,sao tome,0.3365,6.7273,29.74,69,61,1.18,ST,1708165194
